edge_id,start_node,end_node,disabled
GHALL03602_GDEPT03502,GHALL03602,GDEPT03502,false
GHALL03802_GHALL03402,GHALL03802,GHALL03402,false
GDEPT03502_GHALL03002,GDEPT03502,GHALL03002,false
GHALL03002_GREST03102,GHALL03002,GREST03102,false
GREST03102_GHALL03202,GREST03102,GHALL03202,false
GELEV00Q02_GREST03102,GELEV00Q02,GREST03102,false
GHALL03302_GHALL03402,GHALL03302,GHALL03402,false
GHALL03302_GHALL03202,GHALL03302,GHALL03202,false
GHALL03402_GHALL02902,GHALL03402,GHALL02902,false
GHALL03202_GSTAI02802,GHALL03202,GSTAI02802,false
GSTAI02802_GHALL02902,GSTAI02802,GHALL02902,false
GHALL02902_GHALL02702,GHALL02902,GHALL02702,false
GHALL02702_GSTAI02602,GHALL02702,GSTAI02602,false
GSTAI02602_GELEV00N02,GSTAI02602,GELEV00N02,false
GELEV00N02_GDEPT02402,GELEV00N02,GDEPT02402,false
GDEPT02402_GHALL03002,GDEPT02402,GHALL03002,false
GDEPT02402_GHALL01702,GDEPT02402,GHALL01702,false
GHALL01702_GINFO01902,GHALL01702,GINFO01902,false
GINFO01902_GHALL01802,GINFO01902,GHALL01802,false
GHALL01802_GHALL02002,GHALL01802,GHALL02002,false
GHALL02002_GHALL02102,GHALL02002,GHALL02102,false
GHALL02102_GINFO01902,GHALL02102,GINFO01902,false
GHALL02002_GHALL02202,GHALL02002,GHALL02202,false
GHALL02202_GHALL02302,GHALL02202,GHALL02302,false
GHALL02102_GHALL02302,GHALL02102,GHALL02302,false
GHALL02302_GHALL02702,GHALL02302,GHALL02702,false
GHALL02202_WHALL00802,GHALL02202,WHALL00802,false
GHALL01702_GHALL01602,GHALL01702,GHALL01602,false
GHALL01602_GHALL01502,GHALL01602,GHALL01502,false
GHALL01602_GHALL01402,GHALL01602,GHALL01402,false
GHALL01502_GHALL01302,GHALL01502,GHALL01302,false
GHALL01402_GHALL01202,GHALL01402,GHALL01202,false
GHALL01402_GHALL01302,GHALL01402,GHALL01302,false
GHALL01302_GHALL01102,GHALL01302,GHALL01102,false
GHALL01102_GHALL01202,GHALL01102,GHALL01202,false
GHALL01102_GDEPT00702,GHALL01102,GDEPT00702,false
GHALL01202_GHALL01002,GHALL01202,GHALL01002,false
GHALL01002_GDEPT00702,GHALL01002,GDEPT00702,false
GDEPT00702_GHALL00502,GDEPT00702,GHALL00502,false
GHALL01002_GREST00602,GHALL01002,GREST00602,false
GREST00602_GHALL00502,GREST00602,GHALL00502,false
GHALL00502_GHALL00302,GHALL00502,GHALL00302,false
GHALL00302_GHALL00402,GHALL00302,GHALL00402,false
GHALL00402_GREST00602,GHALL00402,GREST00602,false
GHALL00402_GHALL00202,GHALL00402,GHALL00202,false
GHALL00202_GHALL00102,GHALL00202,GHALL00102,false
GHALL00102_GHALL00302,GHALL00102,GHALL00302,false
GHALL00103_GHALL00203,GHALL00103,GHALL00203,false
GHALL00203_GHALL00303,GHALL00203,GHALL00303,false
GHALL00303_GDEPT00403,GHALL00303,GDEPT00403,false
GDEPT00403_GELEV00Q03,GDEPT00403,GELEV00Q03,false
GELEV00Q03_GHALL00603,GELEV00Q03,GHALL00603,false
GHALL00603_GHALL00703,GHALL00603,GHALL00703,false
GHALL00603_GHALL00803,GHALL00603,GHALL00803,false
GHALL00803_GSTAI00903,GHALL00803,GSTAI00903,false
GDEPT00403_GHALL01003,GDEPT00403,GHALL01003,false
GHALL01003_GHALL01103,GHALL01003,GHALL01103,false
GHALL01103_GREST01203,GHALL01103,GREST01203,false
GHALL01003_GHALL01303,GHALL01003,GHALL01303,false
GHALL01303_GDEPT01403,GHALL01303,GDEPT01403,false
GDEPT01403_GELEV00N03,GDEPT01403,GELEV00N03,false
GDEPT01403_GSERV01603,GDEPT01403,GSERV01603,false
GEXIT001L1_GHALL002L1,GEXIT001L1,GHALL002L1,false
GHALL002L1_GHALL003L1,GHALL002L1,GHALL003L1,false
GHALL003L1_GHALL004L1,GHALL003L1,GHALL004L1,false
GHALL003L1_GHALL005L1,GHALL003L1,GHALL005L1,false
GHALL005L1_GSTAI008L1,GHALL005L1,GSTAI008L1,false
GHALL005L1_GHALL006L1,GHALL005L1,GHALL006L1,false
GHALL006L1_GELEV007L1,GHALL006L1,GELEV00QL1,false
WELEV00L02_HHALL00102,WELEV00L02,HHALL00102,false
HHALL00102_HHALL00202,HHALL00102,HHALL00202,false
HHALL00202_HRETL00102,HHALL00202,HRETL00102,false
HHALL00202_HHALL00302,HHALL00202,HHALL00302,false
HHALL00302_HSTAI00102,HHALL00302,HSTAI00102,false
HHALL00302_WHALL00302,HHALL00302,WHALL00302,false
HHALL00102_HHALL00402,HHALL00102,HHALL00402,false
HHALL00402_HHALL00502,HHALL00402,HHALL00502,false
HHALL00502_HRETL00202,HHALL00502,HRETL00202,false
HRETL00202_HBATH00102,HRETL00202,HBATH00102,false
HHALL00502_HRETL00302,HHALL00502,HRETL00302,false
HHALL00502_HHALL00602,HHALL00502,HHALL00602,false
HHALL00602_HHALL00702,HHALL00602,HHALL00702,false
HHALL00702_HSTAI00202,HHALL00702,HSTAI00202,false
HHALL00702_HHALL00802,HHALL00702,HHALL00802,false
HHALL00802_HSTAI00302,HHALL00802,HSTAI00302,false
HHALL00802_HHALL00902,HHALL00802,HHALL00902,false
HHALL00902_WHALL00702,HHALL00902,WHALL00702,false
HHALL00902_WELEV00M02,HHALL00902,WELEV00M02,false
WELEV00M02_HHALL01002,WELEV00M02,HHALL01002,false
HHALL01002_HDEPT00102,HHALL01002,HDEPT00102,false
HHALL01002_WHALL00502,HHALL01002,WHALL00502,false
WHALL00103_WELEV00M03,WHALL00103,WELEV00M03,false
WELEV00M03_HHALL00503,WELEV00M03,HHALL00503,false
HHALL00503_HSTAI00103,HHALL00503,HSTAI00103,false
HHALL00503_HHALL00403,HHALL00503,HHALL00403,false
HHALL00403_HHALL00303,HHALL00403,HHALL00303,false
HHALL00303_HHALL00203,HHALL00303,HHALL00203,false
HHALL00203_HLABS00103,HHALL00203,HLABS00103,false
HHALL00303_HHALL00103,HHALL00303,HHALL00103,false
WELEV00L03_HHALL00603,WELEV00L03,HHALL00603,false
HHALL00603_HHALL00703,HHALL00603,HHALL00703,false
HHALL00703_HDEPT00103,HHALL00703,HDEPT00103,false
HHALL00703_HHALL00803,HHALL00703,HHALL00803,false
HHALL00803_HSERV00103,HHALL00803,HSERV00103,false
HHALL00803_HHALL00903,HHALL00803,HHALL00903,false
HHALL00903_HHALL01003,HHALL00903,HHALL01003,false
HHALL01003_HBATH00103,HHALL01003,HBATH00103,false
HHALL00903_HHALL01103,HHALL00903,HHALL01103,false
HHALL01103_HDEPT00203,HHALL01103,HDEPT00203,false
HHALL01103_HHALL01203,HHALL01103,HHALL01203,false
HHALL01203_HHALL01303,HHALL01203,HHALL01303,false
HHALL01303_HHALL01403,HHALL01303,HHALL01403,false
HHALL01403_HHALL01503,HHALL01403,HHALL01503,false
HHALL01503_HBATH00203,HHALL01503,HBATH00203,false
HHALL01503_HHALL00603,HHALL01503,HHALL00603,false
WHALL00203_IHALL00103,WHALL00203,IHALL00103,false
IHALL00103_IHALL00203,IHALL00103,IHALL00203,false
IHALL00203_IHALL00303,IHALL00203,IHALL00303,false
IHALL00303_IHALL00403,IHALL00303,IHALL00403,false
IHALL00403_IHALL00503,IHALL00403,IHALL00503,false
IHALL00503_IHALL00603,IHALL00503,IHALL00603,false
IHALL00603_IHALL00703,IHALL00603,IHALL00703,false
IHALL00703_IHALL00803,IHALL00703,IHALL00803,false
IHALL00803_IHALL01003,IHALL00803,IHALL01003,false
IHALL01003_IHALL00903,IHALL01003,IHALL00903,false
IHALL01003_IHALL01103,IHALL01003,IHALL01103,false
IHALL01303_IHALL01203,IHALL01303,IHALL01203,false
IHALL01203_IHALL01503,IHALL01203,IHALL01503,false
IHALL01303_IHALL01403,IHALL01303,IHALL01403,false
IHALL01403_IHALL01703,IHALL01403,IHALL01703,false
IHALL01703_IHALL01603,IHALL01703,IHALL01603,false
IHALL01703_IHALL01803,IHALL01703,IHALL01803,false
IHALL01803_IHALL01903,IHALL01803,IHALL01903,false
IHALL01903_IHALL02003,IHALL01903,IHALL02003,false
IHALL00103_IREST00103,IHALL00103,IREST00103,false
IHALL00403_IREST00203,IHALL00403,IREST00203,false
IHALL00803_IREST00303,IHALL00803,IREST00303,false
IHALL01303_IREST00403,IHALL01303,IREST00403,false
IHALL01403_IREST00503,IHALL01403,IREST00503,false
IHALL00203_IDEPT00103,IHALL00203,IDEPT00103,false
IHALL00303_IDEPT00203,IHALL00303,IDEPT00203,false
IHALL00503_IDEPT00303,IHALL00503,IDEPT00303,false
IHALL00703_IDEPT00403,IHALL00703,IDEPT00403,false
IHALL01003_IDEPT00503,IHALL01003,IDEPT00503,false
IHALL02203_IDEPT00603,IHALL02203,IDEPT00603,false
IHALL02203_IDEPT00703,IHALL02203,IDEPT00703,false
IHALL01903_IDEPT00803,IHALL01903,IDEPT00803,false
IHALL02003_IDEPT00903,IHALL02003,IDEPT00903,false
IHALL01003_WELEV00H03,IHALL01003,WELEV00H03,false
IHALL01203_WELEV00K03,IHALL01203,WELEV00K03,false
IHALL01303_IHALL00203,IHALL01303,IHALL00203,false
WELEV00J03_IHALL01803,WELEV00J03,IHALL01803,false
WELEV00J03_IHALL02203,WELEV00J03,IHALL02203,false
WELEV00E01_WELEV00E02,WELEV00E01,WELEV00E02,false
WELEV00F01_WELEV00F02,WELEV00F01,WELEV00F02,false
WELEV00G01_WELEV00G02,WELEV00G01,WELEV00G02,false
WELEV00HL1_WELEV00H01,WELEV00HL1,WELEV00H01,false
WELEV00HL1_WELEV00H02,WELEV00HL1,WELEV00H02,false
WELEV00HL1_WELEV00H03,WELEV00HL1,WELEV00H03,false
WELEV00H01_WELEV00H02,WELEV00H01,WELEV00H02,false
WELEV00H01_WELEV00H03,WELEV00H01,WELEV00H03,false
WELEV00H02_WELEV00H03,WELEV00H02,WELEV00H03,false
WELEV00JL2_WELEV00JL1,WELEV00JL2,WELEV00JL1,false
WELEV00JL2_WELEV00J01,WELEV00JL2,WELEV00J01,false
WELEV00JL2_WELEV00J02,WELEV00JL2,WELEV00J02,false
WELEV00JL2_WELEV00J03,WELEV00JL2,WELEV00J03,false
WELEV00JL1_WELEV00J01,WELEV00JL1,WELEV00J01,false
WELEV00JL1_WELEV00J02,WELEV00JL1,WELEV00J02,false
WELEV00JL1_WELEV00J03,WELEV00JL1,WELEV00J03,false
WELEV00J01_WELEV00J02,WELEV00J01,WELEV00J02,false
WELEV00J01_WELEV00J03,WELEV00J01,WELEV00J03,false
WELEV00J02_WELEV00J03,WELEV00J02,WELEV00J03,false
WELEV00KL2_WELEV00KL1,WELEV00KL2,WELEV00KL1,false
WELEV00KL2_WELEV00K01,WELEV00KL2,WELEV00K01,false
WELEV00KL2_WELEV00K02,WELEV00KL2,WELEV00K02,false
WELEV00KL2_WELEV00K03,WELEV00KL2,WELEV00K03,false
WELEV00KL1_WELEV00K01,WELEV00KL1,WELEV00K01,false
WELEV00KL1_WELEV00K02,WELEV00KL1,WELEV00K02,false
WELEV00KL1_WELEV00K03,WELEV00KL1,WELEV00K03,false
WELEV00K01_WELEV00K02,WELEV00K01,WELEV00K02,false
WELEV00K01_WELEV00K03,WELEV00K01,WELEV00K03,false
WELEV00K02_WELEV00K03,WELEV00K02,WELEV00K03,false
WELEV00LL2_WELEV00LL1,WELEV00LL2,WELEV00LL1,false
WELEV00LL2_WELEV00L01,WELEV00LL2,WELEV00L01,false
WELEV00LL2_WELEV00L02,WELEV00LL2,WELEV00L02,false
WELEV00LL2_WELEV00L03,WELEV00LL2,WELEV00L03,false
WELEV00LL1_WELEV00L01,WELEV00LL1,WELEV00L01,false
WELEV00LL1_WELEV00L02,WELEV00LL1,WELEV00L02,false
WELEV00LL1_WELEV00L03,WELEV00LL1,WELEV00L03,false
WELEV00L01_WELEV00L02,WELEV00L01,WELEV00L02,false
WELEV00L01_WELEV00L03,WELEV00L01,WELEV00L03,false
WELEV00L02_WELEV00L03,WELEV00L02,WELEV00L03,false
WELEV00ML2_WELEV00ML1,WELEV00ML2,WELEV00ML1,false
WELEV00ML2_WELEV00M01,WELEV00ML2,WELEV00M01,false
WELEV00ML2_WELEV00M02,WELEV00ML2,WELEV00M02,false
WELEV00ML2_WELEV00M03,WELEV00ML2,WELEV00M03,false
WELEV00ML1_WELEV00M01,WELEV00ML1,WELEV00M01,false
WELEV00ML1_WELEV00M02,WELEV00ML1,WELEV00M02,false
WELEV00ML1_WELEV00M03,WELEV00ML1,WELEV00M03,false
WELEV00M01_WELEV00M02,WELEV00M01,WELEV00M02,false
WELEV00M01_WELEV00M03,WELEV00M01,WELEV00M03,false
WELEV00M02_WELEV00M03,WELEV00M02,WELEV00M03,false
WHALL001L2_WHALL002L2,WHALL001L2,WHALL002L2,false
WHALL00101_WHALL00201,WHALL00101,WHALL00201,false
WHALL00103_WHALL00203,WHALL00103,WHALL00203,false
WHALL00102_WHALL00202,WHALL00102,WHALL00202,false
WHALL00302_WHALL00402,WHALL00302,WHALL00402,false
WHALL00502_WHALL00602,WHALL00502,WHALL00602,false
WHALL00702_WHALL00802,WHALL00702,WHALL00802,false
WHALL00902_WHALL01002,WHALL00902,WHALL01002,false
GELEV00N01_GELEV00N02,GELEV00N01,GELEV00N02,false
GELEV00N01_GELEV00N03,GELEV00N01,GELEV00N03,false
GELEV00N02_GELEV00N03,GELEV00N02,GELEV00N03,false
GELEV00QL2_GELEV00QL1,GELEV00QL2,GELEV00QL1,false
GELEV00QL2_GELEV00Q01,GELEV00QL2,GELEV00Q01,false
GELEV00QL2_GELEV00Q02,GELEV00QL2,GELEV00Q02,false
GELEV00QL2_GELEV00Q03,GELEV00QL2,GELEV00Q03,false
GELEV00QL1_GELEV00Q01,GELEV00QL1,GELEV00Q01,false
GELEV00QL1_GELEV00Q02,GELEV00QL1,GELEV00Q02,false
GELEV00QL1_GELEV00Q03,GELEV00QL1,GELEV00Q03,false
GELEV00Q01_GELEV00Q02,GELEV00Q01,GELEV00Q02,false
GELEV00Q01_GELEV00Q03,GELEV00Q01,GELEV00Q03,false
GELEV00Q02_GELEV00Q03,GELEV00Q02,GELEV00Q03,false
AELEV00SL2_AELEV00S01,AELEV00SL2,AELEV00S01,false
AELEV00SL2_AELEV00S02,AELEV00SL2,AELEV00S02,false
AELEV00SL2_AELEV00S03,AELEV00SL2,AELEV00S03,false
AELEV00S01_AELEV00S02,AELEV00S01,AELEV00S02,false
AELEV00S01_AELEV00S03,AELEV00S01,AELEV00S03,false
AELEV00S02_AELEV00S03,AELEV00S02,AELEV00S03,false
WHALL00202_DHALL05802,WHALL00202,DHALL05802,false
GHALL01701_GDEPT01901,GHALL01701,GDEPT01901,false
GHALL01001_GELEV00Q01,GHALL01001,GELEV00Q01,false
GHALL03101_GHALL0301,GHALL03101,GHALL0301,false
GHALL03301_GHALL0301,GHALL03301,GHALL0301,false
